pageid,qid,P21,P27,P106,label_en
81288247,Q129944707,['Q6581097'],['Q191'],['Q937857'],Karel Mustmaa
81288248,Q136456094,[],[],['Q378622'],Carter Langley
81288316,Q18202527,['Q6581097'],['Q142'],['Q82955'],Pierre Médevielle
81288497,Q45956007,['Q6581072'],['Q142'],['Q82955'],Évelyne Perrot
81288530,Q136456150,['Q6581097'],[],['Q378622'],Daniel Silvestri
81288710,Q136465144,['Q6581097'],['Q408'],['Q1930187'],Murray Hunter
81288740,Q136456263,['Q6581097'],[],"['Q82955', 'Q40348']",N. Thippanna
81288941,Q15944508,[],['Q833'],['Q82955'],Rusnah binti Kassim
81288942,Q136456326,['Q6581097'],[],['Q33999'],Suraj Ngashepam
81289155,Q125346732,['Q6581097'],['Q668'],"['Q33999', 'Q177220']",Rajvir Jawanda
81289202,Q3023207,['Q6581097'],['Q16'],"['Q1930187', 'Q947873', 'Q270389', 'Q2722764']",Dennis Trudeau
81289371,Q136456425,['Q6581097'],[],['Q901'],Osama Tayyib
81289409,Q136456441,['Q6581097'],[],"['Q177220', 'Q947873', 'Q5716684']",Robot Boii
81289444,Q112445809,['Q6581097'],[],[],Thomas P. Flint
81289539,Q112488199,['Q6581097'],[],['Q121594'],Mark C. Murphy
81289545,Q136463055,['Q6581072'],[],['Q82594'],Hana Abdullah Alnuaim
81289632,Q136456684,['Q6581097'],['Q408'],['Q11303721'],Aaron Pike
81289726,Q136457107,['Q6581097'],[],['Q1930187'],Arnold Asamoah-Baidoo
81289728,Q136456843,['Q6581097'],[],['Q16012028'],Ronald Mann
81289750,Q136456840,['Q6581097'],[],"['Q10798782', 'Q33999']",Dhrubajyoti Sarkar
81289817,Q133575298,['Q6581072'],['Q183'],"['Q82955', 'Q169470']",Andrea Lübcke
81289921,Q136457104,[],[],[],Lists of births by year
81289982,Q112559218,['Q6581097'],[],"['Q4964182', 'Q1622272']",William J. Wainwright
81290003,Q134532450,['Q6581097'],['Q183'],['Q82955'],Reza Asghari
81290015,Q136456959,['Q6581097'],[],['Q33999'],Praveen Devasagayam
81290805,Q6457083,['Q6581072'],['Q142'],"['Q3455803', 'Q3387717']",Mariame Clément
81290870,Q89382824,['Q6581097'],['Q40'],"['Q2526255', 'Q28389', 'Q7042855']",Florian Pochlatko
81290911,Q136457430,['Q6581097'],[],['Q4964182'],Scott A. Davison
81290989,Q55759280,['Q6581097'],['Q183'],"['Q82955', 'Q2324479']",Bijan Kaffenberger
81291043,Q134173965,['Q6581072'],['Q39'],['Q82955'],Angela Koller
81291092,Q75267314,['Q6581097'],[],[],Kenneth Francis Mackenzie
81291180,Q136457561,['Q6581097'],[],['Q4964182'],Ronald L. Hall
81291289,Q136457639,['Q6581097'],[],[],Scott Slaugh
81291318,Q116524734,['Q6581097'],['Q31'],"['Q2252262', 'Q1320883']",Youssef Swatt's
81291651,Q125343682,['Q6581072'],['Q36'],['Q12094958'],Sylwia Tomecka-Suchoń
81291652,Q132459167,['Q6581097'],['Q347'],['Q82955'],Roger Schädler
81291680,Q110557338,['Q6581097'],[],['Q82955'],Alibek Kuantyrov
81291756,Q122242224,['Q6581097'],['Q183'],['Q82955'],Christian Mertens
81291761,Q3300839,['Q6581097'],['Q142'],['Q82955'],Maurice Giro
81291785,Q136458316,['Q6581097'],[],['Q937857'],Marcelo Timorán
81291810,Q23564376,['Q6581097'],['Q183'],['Q82955'],Hannes Loth
81291890,Q11569490,['Q6581097'],['Q875305'],['Q47064'],
81292016,Q136458165,['Q6581097'],[],[],Charles Ray Crawford
81292038,Q136458080,['Q6581097'],['Q948'],"['Q26481809', 'Q40348']",Moez Nasri
81292133,Q136458157,['Q6581097'],[],['Q378622'],Mason Bailey
81292173,Q136463014,['Q6581097'],[],[],Tarabina Birewibo Princewill
81292177,Q22133661,['Q6581097'],[],[],"Yuri, Duke of Suzdal"
81292210,Q125930100,['Q6581097'],['Q36'],['Q28389'],Łukasz M. Maciejewski
81292303,Q136458352,['Q6581097'],[],['Q245068'],Will Burkart
81292339,Q109442627,['Q6581072'],['Q252'],['Q82955'],Irene
81292389,Q136458347,['Q6581072'],[],['Q177220'],Belle Gonzalez
81292410,Q58799790,['Q6581097'],[],['Q937857'],Justice Figuareido
81292414,Q136458274,[],[],['Q378622'],Hudson Bulger
81292433,Q15970859,['Q6581097'],['Q142'],['Q1028181'],Roland Irolla
81292592,Q136458341,['Q6581072'],[],['Q14089670'],Larissa Henwood
81292683,Q71697875,['Q6581097'],['Q39'],[],François de Ziegler
81292749,Q11303936,['Q44148'],[],[],Gold City
81292872,Q136458281,['Q6581072'],[],['Q3273722'],Aminath Jameel
81292881,Q136458587,['Q6581097'],[],"['Q628099', 'Q937857']",Adam Nocoń
81292915,Q136463009,['Q6581097'],[],[],Saman de Silva
81292992,Q136458584,['Q6581097'],[],['Q4379701'],Mohamed Light
81293264,Q102090196,['Q6581097'],['Q30'],"['Q2732142', 'Q1622272']",I. Richard Savage
81293333,Q116499836,['Q6581072'],[],['Q14373094'],Leticia Medeiros
81293559,Q132462014,['Q6581072'],['Q17'],['Q4439155'],Kana Kobayashi
81293583,Q4231303,['Q6581097'],[],[],Konstantin Vasilyevich
81293592,Q136458663,['Q6581072'],['Q30'],['Q106568011'],Martha Van Marter
81293595,Q98075133,['Q6581072'],['Q30'],['Q937857'],Michaela Kovacs
81293663,Q25463148,['Q6581072'],['Q252'],[],Karlinah Djaja Atmadja
81293692,Q123034391,['Q6581097'],['Q183'],"['Q82955', 'Q40348']",Rene Dierkes
81293826,Q88966732,['Q6581072'],[],"['Q28692502', 'Q3242115']",Chen Tiejun
81293965,Q101244407,['Q6581072'],[],['Q56316287'],Ernesta Forti
81293979,Q136436327,['Q6581072'],['Q20'],['Q82955'],
81294066,Q88031286,['Q6581072'],[],"['Q39631', 'Q1622272', 'Q2640827', 'Q13638192']",Maya M Hammoud
81294099,Q18415885,['Q6581097'],['Q881'],"['Q639669', 'Q177220', 'Q753110']",Thế Hiển
81294201,Q115268521,['Q6581072'],['Q183'],['Q82955'],Anna Bauseneick
81294213,Q136463019,['Q6581097'],[],[],Wayne Colburn
81294499,Q88787576,['Q6581072'],['Q801'],"['Q1650915', 'Q2732142', 'Q170790']",Malka Gorfine
81294774,Q127684540,['Q6581072'],['Q30'],['Q11338576'],Stevie Morgan
81294839,Q90668841,['Q6581072'],['Q1033'],['Q152002'],Nike Adeyemi
81294933,Q95777922,['Q6581097'],[],"['Q222344', 'Q28389', 'Q3455803', 'Q7042855']",Helmut-Ulrich Weiss
81295039,Q136463017,['Q6581097'],[],"['Q639669', 'Q488205', 'Q177220']",Jake Gill
81295051,Q136460117,['Q6581072'],[],['Q3400985'],Bridget Gellert Lyons
81295112,Q9373888,['Q6581097'],['Q865'],"['Q10800557', 'Q2526255', 'Q33999']",Yen Cheng-kuo
81295266,Q67482691,['Q6581097'],[],['Q1650915'],George S. Bova
81295443,Q136460308,['Q6581097'],[],"['Q593644', 'Q2114605', 'Q901']",David Repke
81295453,Q85889254,['Q6581097'],['Q34'],['Q121998'],Jan Lundvik
81295462,Q123400079,['Q6581097'],[],"['Q82955', 'Q288728']",Holger Grießhammer
81295511,Q115527950,['Q6581097'],[],[],Gilson Daniel
81295587,Q3189272,['Q6581072'],['Q142'],"['Q82955', 'Q519076']",Julie Sommaruga
81295715,Q556981,['Q6581097'],['Q29999'],"['Q185351', 'Q1622272']",Ferdinand Feldbrugge
81295721,Q11916413,['Q6581097'],['Q29'],"['Q82955', 'Q901']",César Sánchez Pérez
81295792,Q136463012,['Q6581097'],[],['Q2516866'],Curtis McGraw
81295857,Q78117314,['Q6581072'],[],"['Q33999', 'Q10800557']",Sun Qian
81295883,Q84319889,['Q6581097'],['Q142'],['Q937857'],Ryan Ponti
81295896,Q136460489,['Q6581072'],[],[],Shaye Scott
81295941,Q136460487,['Q6581097'],[],['Q937857'],Kyle Clinton
81296002,Q98923323,['Q6581097'],['Q145'],['Q937857'],Jaron Vinet
81296014,Q84299846,['Q6581072'],['Q30'],"['Q2306091', 'Q15255771', 'Q1622272']",Susan Greenhalgh
81296099,Q136460530,[],[],[],Niall Geany
81296180,Q136460524,['Q6581097'],[],"['Q639669', 'Q2252262', 'Q1259917']",Cain Culto
81296258,Q99158,['Q6581097'],['Q183'],['Q250867'],Manfred Deselaers
81296325,Q136460517,['Q6581072'],[],[],Mille
81296355,Q110560446,['Q6581097'],['Q38'],['Q177220'],Dennis
81296513,Q136463064,['Q6581072'],['Q30'],"['Q970153', 'Q2259451', 'Q10798782']",Barbara Myers
81296590,Q136460899,['Q6581097'],[],['Q40348'],James F. Matousek
81296615,Q113016978,['Q6581097'],[],['Q937857'],Agustín Arce
81296739,Q123575998,['Q6581097'],[],['Q193391'],Mohamad Asruchin
81296861,Q136460998,['Q6581097'],[],['Q19204627'],Braxton Burmeister
81297051,Q228203,['Q6581097'],"['Q8575586', 'Q12536']","['Q189459', 'Q1999841', 'Q1172458']",Imam Zufar
81297254,Q136461087,['Q6581097'],[],[],Harry Nickerson
81297312,Q112381348,['Q6581072'],[],['Q2865819'],Teresa Cahill
81297531,Q136463022,[],[],[],Ankur Dhillon
81297576,Q136461174,['Q6581097'],['Q219060'],['Q957729'],Ibrahim Hajjaj
81297688,Q136461194,['Q6581097'],['Q45'],['Q114414171'],Mamudo Balde
81297771,Q3617210,['Q6581097'],"['Q38', 'Q172579']",['Q82955'],Angelo Salizzoni
81297824,Q136461356,['Q6581072'],[],['Q15117302'],Helin Kayıkçı
81297833,Q47466599,[],[],[],Palestinian Journalists' Syndicate
81298207,Q136462744,['Q6581097'],[],[],George Jafu
81298224,Q50202404,['Q6581072'],[],['Q1650915'],Bukola Salami
81298246,Q136462739,['Q6581097'],[],['Q2865819'],Alexandre Duhamel
81298276,Q136462738,['Q6581097'],[],['Q937857'],Bertrand Fourrier
81298386,Q136462734,['Q6581097'],[],[],Eric Marrs
81298484,Q136399691,['Q6581097'],['Q851'],['Q937857'],Mohammed Abu Al-Shamat
81298574,Q60914921,['Q6581097'],['Q851'],['Q937857'],
81298576,Q1364415,['Q6581097'],['Q142'],"['Q13570226', 'Q1622272', 'Q18916625']",Jules Girard
81298610,Q136462888,['Q6581097'],[],"['Q947873', 'Q1930187']",Hashmi Taj Ibrahim
81298620,Q97751167,['Q6581072'],['Q225'],['Q937857'],Alma Krajnic
81298630,Q136462884,['Q6581097'],[],['Q937857'],Kristaps Grabovskis
81298664,Q136462881,[],[],['Q212238'],Headman Moyo
81298687,Q125492098,['Q6581097'],[],['Q937857'],
81298708,Q56434009,['Q6581072'],[],['Q4610556'],Jaime Vandenberg
81298710,Q136086397,['Q6581097'],['Q27'],"['Q201788', 'Q33999', 'Q15077007']",Anthony Delaney
81298742,Q106916506,['Q6581072'],['Q145'],"['Q1792450', 'Q1650915', 'Q15462162', 'Q36180', 'Q947873', 'Q15077007']",Madeleine Pelling
81298747,Q123703799,['Q6581072'],['Q145'],['Q14373094'],
81298760,Q136463023,['Q6581072'],[],[],Luisa Sanz Martínez
81298805,Q104589966,['Q6581072'],['Q221457'],"['Q12347522', 'Q2374149', 'Q32518759']",Maria Hemplówna
81298896,Q105821451,['Q6581072'],[],"['Q188094', 'Q1622272', 'Q82955']",Lucie Sedmihradská
81298934,Q136463296,['Q6581072'],[],"['Q3501317', 'Q43845', 'Q18814623']",Bina Ramani
81299244,Q136468787,[],[],['Q974144'],Gustavus Ernest Lineberry
81299265,Q130382502,['Q6581097'],[],['Q82955'],Rick Ulbricht
81299458,Q58423055,['Q6581097'],[],['Q1650915'],
81299481,Q136463486,['Q6581072'],[],"['Q10798782', 'Q33999']",Niranjana G
81299543,Q136463442,['Q6581097'],[],['Q5322166'],Bill Greening
81299602,Q136463917,['Q6581097'],[],"['Q41583', 'Q2490358']",Rickey Hill
81299626,Q136463573,['Q6581072'],['Q1033'],['Q7042855'],
81299692,Q136463903,['Q6581097'],[],[],Hersi Said
81299737,Q136463467,['Q6581097'],[],['Q11774891'],Emmitt Finnie
81299792,Q136463892,[],[],['Q212238'],Albert Mavunga
81299866,Q136463886,[],[],['Q212238'],Caleb Makwiranzou
81299902,Q4184453,['Q6581072'],['Q15180'],['Q901'],Galina Zaytseva
81300013,Q21340074,['Q6581072'],['Q30'],"['Q15924544', 'Q2374149', 'Q2487799', 'Q3745071', 'Q674426', 'Q11900058']",Martha Allen Sherwood
81300029,Q136464361,['Q6581097'],['Q1033'],"['Q40348', 'Q1569495']",Joash Amupitan
81300155,Q108829883,['Q6581097'],"['Q9903', 'Q8733']",['Q854997'],
81300160,Q136465746,['Q6581097'],[],['Q943995'],A. G. Allen
81300267,Q1276975,['Q6581072'],['Q183'],"['Q33999', 'Q2259451']",Wanda Perdelwitz
81300272,Q136464352,['Q6581097'],[],['Q12299841'],Albert Esterhuysen
81300465,Q65976458,['Q6581097'],"['Q33946', 'Q213']","['Q2066131', 'Q11774891']",Lubomír Hrstka
81300535,Q136464453,['Q6581072'],[],"['Q16533', 'Q40348']",Valerie H. Armstrong
81300805,Q76258396,['Q6581072'],[],['Q182436'],Rita Pankhurst
81300899,Q28922281,['Q6581097'],['Q30'],"['Q753110', 'Q822146']",Billy Moll
81300937,Q131831633,['Q6581097'],[],[],
81301263,Q41246767,['Q6581072'],"['Q15180', 'Q159']","['Q864503', 'Q16831394', 'Q350979', 'Q901']",Galina A. Klevezal
81301439,Q136464746,['Q6581097'],[],['Q937857'],Stefan Kapor
81301489,Q123172748,['Q6581097'],[],['Q82955'],Manuel Knoll
81301584,Q130563945,['Q6581097'],['Q183'],['Q82955'],Kurt Fischer
81301659,Q108266522,['Q6581097'],['Q664'],['Q2309784'],Josh Kench
81301905,Q4065845,['Q6581097'],[],[],Andrey Konstantinovich
81301951,Q136465184,['Q6581097'],[],"['Q28389', 'Q3455803']",Taiwo Egunjobi
81301981,Q47486113,['Q6581072'],['Q30'],['Q488111'],Olivia Lua
81302075,Q17105003,['Q6581072'],['Q20'],['Q121594'],Liv Mjelde
81302104,Q136465182,['Q6581097'],[],[],Richard Luhanga
81302188,Q136465180,['Q6581097'],[],[],Mohammed Asif Ali
81302241,Q55722052,['Q6581072'],[],['Q1930187'],Gisèle Gallichan
81302366,Q136465544,['Q6581097'],[],"['Q484876', 'Q43845']",Vishok Persaud
81302494,Q136465377,['Q6581097'],[],['Q19204627'],Patrick Towles
81302566,Q104922920,['Q6581072'],['Q20'],['Q2374149'],Christine Maria von Cappelen
81302852,Q136465542,['Q6581097'],[],['Q639669'],Nick Garvey
81302961,Q26838013,['Q6581072'],['Q183'],['Q82955'],Elisabeth Aßmann
81302985,Q135084223,['Q6581072'],['Q30'],['Q11774891'],Olivia Mobley
81302996,Q136465539,['Q6581072'],[],['Q937857'],Karen Cano
81303018,Q135084228,['Q6581072'],['Q30'],['Q11774891'],Skylar Irving
81303066,Q136465537,['Q6581097'],[],[],Siulagi Tuimalatu-Brown
81303069,Q135084227,['Q6581072'],['Q30'],['Q11774891'],Clara Van Wieren
81303129,Q135084221,['Q6581072'],['Q30'],['Q11774891'],Lily Delianedis
81303176,Q115551473,['Q6581072'],['Q30'],['Q1028181'],Muriel Hannah
81303194,Q135084216,['Q6581072'],['Q16'],['Q11774891'],Dayle Ross
81303247,Q95925,['Q6581072'],['Q183'],['Q82955'],Hildegard Müller
81303292,Q135084231,['Q6581072'],['Q30'],['Q11774891'],Riley Brengman
81303293,Q6403869,['Q6581072'],['Q30'],['Q26831398'],Kiara Nowlin
81303325,Q135084218,['Q6581072'],['Q30'],['Q11774891'],Ava Rinker
81303341,Q112899220,['Q6581072'],['Q142'],"['Q82955', 'Q201788']",Mathilde Desjonquères
81303344,Q123560537,['Q6581072'],"['Q15180', 'Q159']","['Q13418253', 'Q1622272']",Svetlana Drugoveyko-Dolzhanskaya
81303353,Q135084225,['Q6581072'],['Q30'],['Q11774891'],Jada Habisch
81303376,Q135084211,['Q6581072'],['Q16'],['Q11774891'],Brianna Brooks
81303377,Q136465679,['Q6581072'],[],"['Q177220', 'Q37226']",Annie Mottram Craig Batten
81303391,Q135084236,['Q6581072'],['Q30'],['Q11774891'],Anna Bargman
81303394,Q116969382,['Q6581072'],[],[],Alê Portela
81303418,Q135084217,['Q6581072'],['Q16'],['Q11774891'],Maya Labad
81303440,Q135084215,['Q6581072'],['Q16'],['Q11774891'],Vanessa Upson
81303493,Q21001375,['Q6581097'],['Q29'],['Q82955'],Iago Negueruela Vázquez
81303499,Q135084222,['Q6581072'],['Q30'],['Q11774891'],Lyndie Lobdell
81303533,Q135084234,['Q6581072'],['Q30'],['Q11774891'],Kaley Doyle
81303555,Q135084232,['Q6581072'],['Q30'],['Q11774891'],Amanda Thiele
81303567,Q135084237,['Q6581072'],['Q30'],['Q11774891'],Hanna Baskin
81303590,Q135084210,['Q6581072'],['Q16'],['Q11774891'],Tamara Giaquinto
81303619,Q136466102,['Q6581097'],[],[],Ben Ioelu
81303625,Q136466097,['Q6581097'],[],['Q33231'],Frederick William Bond
81303628,Q135084226,['Q6581072'],['Q30'],['Q11774891'],Brooke Becker
81303692,Q135084212,['Q6581072'],['Q16'],['Q11774891'],Olivia Wallin
81303696,Q16336519,['Q6581097'],['Q148'],['Q82955'],Liu Daoqi
81303706,Q120325407,['Q6581072'],[],"['Q1326886', 'Q81096']",Debra Lew
81303735,Q10545656,['Q6581072'],['Q33946'],"['Q82955', 'Q40348', 'Q16533', 'Q185351']",Ľudmila Gajdošíková
81303757,Q135084213,['Q6581072'],['Q16'],['Q11774891'],Chanreet Bassi
81303930,Q112023345,['Q6581097'],[],[],
81303935,Q136466219,['Q6581097'],[],[],Sixto Igisomar
81303995,Q130539577,['Q6581097'],['Q884'],['Q82955'],
81304063,Q43124262,['Q6581097'],['Q213'],"['Q2462658', 'Q82955']",Robert Králíček
81304086,Q78117279,['Q6581097'],['Q148'],['Q82955'],
81304132,Q2589589,['Q6581097'],"['Q183', 'Q16957']",['Q82955'],Wolfgang Fiedler
81304164,Q136466238,['Q6581097'],[],[],Filomeno Biagio Tatò
81304208,Q136466277,['Q6581097'],[],['Q19204627'],Nate Ollie
81304241,Q61873168,['Q6581097'],['Q38'],['Q82955'],Aldo Morelli
81304253,Q66425364,['Q6581097'],['Q34'],['Q5358395'],Varg²™
81304449,Q94535207,['Q6581097'],['Q30'],['Q189290'],Laurence Halstead
81304492,Q13023350,['Q6581097'],['Q869'],[],Lūangphǭ Phrom Thāwarō
81304643,Q13023348,['Q6581097'],['Q869'],[],
81304913,Q136466472,['Q6581097'],[],"['Q4991371', 'Q131512', 'Q43845']",John V. Tavenner
81304988,Q136466481,['Q6581097'],[],['Q82955'],Volodymyr Kohut
81305440,Q136466708,['Q6581097'],[],['Q40348'],Edmund P. Dandridge
81305509,Q97758178,['Q6581072'],['Q145'],['Q937857'],Andria Georgiou
81305518,Q136466786,['Q6581072'],[],[],Anja Jauernig
81305561,Q136466784,['Q6581097'],[],[],Bruce Goodison
81305717,Q129409671,['Q6581097'],['Q664'],['Q937857'],Owen Parker-Price
81305756,Q1239877,['Q6581097'],['Q30'],['Q17167049'],Donald Clifford Gallup
81305826,Q21127055,['Q6581097'],['Q29'],"['Q1238570', 'Q82955', 'Q1930187']",Lluc Salellas i Vilar
81306409,Q136467906,['Q6581097'],[],"['Q2516866', 'Q1607826']",Frederick S. Clarke
81306412,Q136467903,['Q6581097'],[],['Q14373094'],Arron Lindop
81306422,Q119997060,['Q6581072'],['Q33'],['Q13141064'],Nella Nyqvist
81306448,Q104377407,['Q6581097'],['Q865'],['Q2526255'],Chang Mei-chun
81306552,Q26858531,['Q6581097'],['Q1032'],"['Q82955', 'Q83307']",Daouda Diallo
81306647,Q136468679,['Q6581072'],[],[],Jenna Foubister
81306685,Q136468676,['Q6581097'],[],[],M. Jayakumar
81306689,Q303905,['Q6581097'],['Q29999'],"['Q937857', 'Q628099']",Ab Gritter
81306724,Q136468673,['Q6581097'],[],['Q937857'],Marten-Chris Paalberg
81306754,Q136468671,['Q6581097'],[],['Q33999'],Raju Nong
81306770,Q136468667,['Q6581072'],[],['Q937857'],Alana Cerne
81306859,Q13081364,['Q6581097'],"['Q83286', 'Q191077', 'Q28513']",['Q333634'],Besim Korkut
81306920,Q21208895,['Q6581097'],"['Q38', 'Q172579']","['Q16267607', 'Q26132815', 'Q1622272']",Agostino Pertusi
81306932,Q136468553,['Q6581097'],[],['Q210778'],Shahram Danekar
81306945,Q136442343,['Q6581097'],"['Q130229', 'Q230']","['Q599151', 'Q82955', 'Q1979607']",Levan Machavariani
81306951,Q136468786,['Q6581097'],[],['Q43845'],Zhao Jiaotong
81306976,Q5928882,['Q6581072'],['Q800'],"['Q593644', 'Q2919046']",Jeannette Benavides
81307040,Q136468759,['Q6581097'],[],['Q10871364'],Su Lan-hong
81307194,Q89144264,['Q6581072'],['Q70972'],[],Marie of France
81307240,Q66938670,['Q6581072'],['Q1246'],['Q937857'],Marigone Tahiri
81307283,Q136469331,['Q6581097'],[],[],Ahmed Ali Jinnah
81307286,Q60632636,['Q6581072'],['Q142'],"['Q3406834', 'Q1780490']",Noémi Reclus
81307327,Q124477258,['Q6581072'],[],['Q484876'],Natascha Viljoen
81307437,Q135997334,['Q6581097'],['Q145'],"['Q484876', 'Q623268', 'Q131524', 'Q557880', 'Q16023665', 'Q623279']",Oleg Mukhanov
81307490,Q136468749,['Q6581097'],[],['Q2180295'],John Conway Bourke
81307515,Q95849517,['Q6581097'],[],"['Q33999', 'Q17307272']",Charly Baumann
81307541,Q108064114,['Q6581072'],['Q224'],"['Q593644', 'Q12840545', 'Q57749966']",Petra Dičak
81307596,Q136469323,['Q6581072'],[],"['Q33999', 'Q4610556']",Jean Marie McKee
81307661,Q129712653,['Q6581097'],[],['Q937857'],Berk Beyhan
81307666,Q136469316,['Q6581072'],[],[],Isabel Rowe
81307698,Q136410738,['Q6581097'],['Q145'],"['Q3387717', 'Q28054786']",Ian Judge
81307750,Q2127036,['Q6581097'],['Q298'],"['Q250867', 'Q611644']",Rafael de la Barra Tagle
81307788,Q136469306,['Q6581097'],[],[],Toni Mataele
81307996,Q63827489,['Q6581097'],"['Q33946', 'Q213']","['Q130857', 'Q639669', 'Q36834']",Dj Tráva
81308012,Q113227916,['Q6581097'],['Q668'],['Q82955'],Ghulam Qadir Mir
81308243,Q136470258,['Q6581097'],[],"['Q937857', 'Q2736']",Patrick Dulcea
81308260,Q136466749,['Q6581097'],[],['Q937857'],Keeto Thermoncy
81308287,Q27982739,['Q6581097'],[],['Q1028181'],Paul Grunwaldt
81308371,Q41074316,['Q6581097'],['Q1032'],"['Q82955', 'Q193391', 'Q83307']",Habibou Allélé
81308443,Q108414693,['Q6581097'],['Q419'],['Q82955'],Alejandro Muñante
81308564,Q1102683,['Q6581097'],['Q142'],"['Q1607826', 'Q2516866']",Jérôme Lindon
81308580,Q125985717,['Q6581097'],['Q213'],"['Q82955', 'Q9379869']",Matěj Gregor
81308582,Q5484495,['Q6581072'],['Q212'],['Q17486376'],Kateryna Samohina
81308629,Q135335432,['Q6581097'],['Q38'],"['Q12369034', 'Q5358395', 'Q10732476']",Giorgio Fazio
81308667,Q114700192,['Q6581072'],[],['Q14089670'],Kyoko Hosokawa
81308672,Q136470699,['Q6581097'],[],"['Q2306091', 'Q1238570']",John F. Padgett
81308852,Q30067856,['Q6581072'],['Q213'],"['Q37226', 'Q82955', 'Q2982634']",Taťána Malá
81309149,Q11231118,['Q6581097'],['Q213'],"['Q82955', 'Q39631', 'Q2462658']",Boris Šťastný
81309244,Q42382985,['Q6581097'],['Q77'],['Q1028181'],Alfredo Esteban Bustamante Guerrero
81309317,Q16027830,['Q6581097'],['Q142'],"['Q185351', 'Q250867', 'Q611644']",Evrart de Trémaugon
81309324,Q3783159,['Q6581097'],['Q39'],['Q937857'],Hans Kämpfer
81309436,Q18912684,['Q6581072'],[],"['Q49757', 'Q36180']",Minna Irving
81309477,Q99517348,['Q6581072'],['Q17'],[],
81309514,Q136470961,['Q6581097'],[],['Q937857'],Marlon Mena
81309642,Q136470955,['Q6581097'],[],[],Chakradhar Meikap
81309775,Q114700155,['Q6581072'],[],['Q14089670'],Sakurako Korai
81309955,Q104884403,['Q6581097'],['Q213'],['Q82955'],Vojtěch Krňanský
81310007,Q54454085,['Q6581097'],['Q30'],['Q644687'],Charles H. Twelvetrees
81310110,Q135258794,['Q6581072'],[],"['Q131524', 'Q13590141', 'Q82955']",Gabriela Sedláčková
81310126,Q136471254,['Q6581097'],[],[],VPS Kaushik
81310148,Q115181578,['Q6581097'],['Q213'],['Q484876'],Miroslav Krejčí
81310161,Q89036043,['Q6581072'],['Q29'],['Q39631'],María José Sierra Moros
81310165,Q111831199,['Q6581072'],['Q17'],['Q14089670'],Misaki Matsumura
81310276,Q136471469,['Q6581097'],[],['Q937857'],Oualid Malki
81310293,Q136437335,['Q6581072'],['Q213'],['Q82955'],Zdena Kašparová
81310324,Q2837939,['Q6581097'],['Q298'],['Q82955'],Juan Atala González
81310382,Q136448892,['Q6581097'],['Q222'],"['Q39631', 'Q3400985', 'Q82955', 'Q12765408', 'Q4531850']",Ilir Alimehmeti
81310439,Q50917607,['Q6581097'],['Q298'],"['Q82955', 'Q64825398']",Bernardo Araya Zuleta
81310593,Q5663750,['Q6581097'],['Q298'],"['Q82955', 'Q15627169']",Albino Barra Villalobos
